raw_affiliation,canonical_affiliation,country,region,source,confidence
"IIT Kanpur, Indian Institute of Technology, Kanpur","Indian Institute of Technology, Kanpur",India,Asia-Pacific (excl. China),university_dataset,0.95
Technology Innovation Institute,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
University Health Network,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Hamad Bin Khalifa University,Hamad Bin Khalifa University,Qatar,Middle East & Africa,university_dataset,1.0
Sensetime Technology Ltd.,SenseTime,China,China,manual_substring,0.9
Geely,Geely,Unknown,Other/Unknown,unknown,0.0
Czech Technical University of Prague,Czech Technical University of Prague,Czech Republic,Europe,university_dataset,1.0
Valeo.ai,Valeo.ai,Unknown,Other/Unknown,unknown,0.0
École nationale des ponts et chaussées / Ecole de Pont Paris Tech / ENPC,Universidade Comunitária da Região de Chapecó - Unochapecó,Brazil,Latin America,university_dataset,0.855
"University of Maryland, Baltimore",University of Maryland,United States,United States,manual_substring,0.9
Singpilot.AI,Singpilot.AI,Unknown,Other/Unknown,unknown,0.0
Qingdao University of Science and Technology,Qingdao University of Science and Technology,China,China,university_dataset,1.0
RIKEN Center for Advanced Intelligence Project,RIKEN,Japan,Asia-Pacific (excl. China),manual_substring,0.9
RIKEN Center for Advanced Intelligence Project (AIP),RIKEN,Japan,Asia-Pacific (excl. China),manual_substring,0.9
Patronus AI,Patronus AI,Unknown,Other/Unknown,unknown,0.0
Harbin Engineering University,Harbin Engineering University,China,China,university_dataset,1.0
Swiss Federal Institute of Technology Lausanne (EPFL),EPFL - EPF Lausanne,Switzerland,Europe,university_dataset,0.9
New School for Social Research - Parsons School of Design,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Central China Normal University,Central China Normal University,China,China,university_dataset,1.0
Bosch Research North America,North Park College and Theological Seminary,United States,United States,university_dataset,0.855
"VP & Cheif Scientist, Bosch Research and Bosch Center for AI",State University of New York College of Agriculture and Technology at Cobleskill,United States,United States,university_dataset,0.855
"Robert Bosch GmbH, Germany",International University in Germany,Germany,Europe,university_dataset,0.9
Sengine,Sengine,Unknown,Other/Unknown,unknown,0.0
Utdallas,Utdallas,Unknown,Other/Unknown,unknown,0.0
"Computer Science Department, School of Computer Science",Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
University of Bordeaux,University of Modena,Italy,Europe,university_dataset,0.8571428571428572
CNRS/LJK,CNRS/LJK,Unknown,Other/Unknown,unknown,0.0
University of Padova,University of Padua,Italy,Europe,university_dataset,0.923076923076923
Intel Labs China,Intel Labs,United States,United States,manual_substring,0.9
RL Core Technologies,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
Vanderbilt University,Vanderbilt University,United States,United States,university_dataset,1.0
Bigo Technology,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
University of Trieste,University of Trieste,Italy,Europe,university_dataset,1.0
AREA Science Park,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Reed College,Reed College,United States,United States,university_dataset,1.0
Tencent SPPD,Tencent,China,China,manual_substring,0.9
Saint Francis University,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
"Huaqiao University, China",China Agriculture University East,China,China,university_dataset,0.9
De Montfort University,De Montfort University Leicester,United Kingdom,Europe,university_dataset,0.95
Panasonic Holdings Corporation,Panasonic Holdings Corporation,Unknown,Other/Unknown,unknown,0.0
Universitat de les Illes Balears,Universitat de les Illes Balears,Spain,Europe,university_dataset,1.0
"Department of Electrical Engineering, KU Leuven, Belgium",KU Leuven,Belgium,Europe,manual_substring,0.9
ByteDance Ltd.,ByteDance,China,China,manual_substring,0.9
Wuhan Textile University,Nile University,Egypt,Middle East & Africa,university_dataset,0.8689655172413794
Queen's University,Queen's University,Canada,Canada,university_dataset,1.0
Foundation Model Operations Company,Foundation University,Philippines,Asia-Pacific (excl. China),university_dataset,0.855
EleutherAI,EleutherAI,Unknown,Other/Unknown,unknown,0.0
Stealth AI Startup,Stealth AI Startup,Unknown,Other/Unknown,unknown,0.0
Qingdao University,Qingdao University,China,China,university_dataset,1.0
"University of Chinese Academy of Sciences, Tsinghua University",Chinese Academy of Sciences,China,China,manual_substring,0.9
IT University,IT Park University,Uzbekistan,Other/Unknown,university_dataset,0.95
AntGroup,AntGroup,Unknown,Other/Unknown,unknown,0.0
School of Computer Science and Technology,NOVA School of Science and Technology,Portugal,Europe,university_dataset,0.881159420289855
Deep Genomics,Deep Genomics,Unknown,Other/Unknown,unknown,0.0
Pfizer R&D,Pfizer R&D,Unknown,Other/Unknown,unknown,0.0
Shanghai University,Shanghai University,China,China,university_dataset,1.0
"BioMap, Inc.","BioMap, Inc.",Unknown,Other/Unknown,unknown,0.0
Tetras,Tetras,Unknown,Other/Unknown,unknown,0.0
Northwest Polytechnical University,Northwest Polytechnical University Xi'an,China,China,university_dataset,0.95
Northwestern Polytechnical University Xi'an,Northwest Polytechnical University Xi'an,China,China,university_dataset,0.963855421686747
"Research, Facebook",Meta AI,United States,United States,manual_substring,0.9
MongoDB,MongoDB,Unknown,Other/Unknown,unknown,0.0
Samsung AI,Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Adobe Incorporated,Adobe Research,United States,United States,manual_substring,0.9
"Department of Computer Science, University of Illinois at Urbana-Champaign",University of Illinois Urbana-Champaign,United States,United States,university_dataset,0.962962962962963
"School of Statistics, Renmin University of China",Renmin University of China,China,China,university_dataset,0.9
Black Sesame Technologies,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
Ulsan University,University of Ulsan,"Korea, Republic of",Other/Unknown,university_dataset,0.95
Qatar Computing Research Institute,Indian Institute of Information Technology Sri City,India,Asia-Pacific (excl. China),university_dataset,0.855
Institut für Informatik,Fachhochschule für Bank- und Finanzwirtschaft,Austria,Europe,university_dataset,0.855
Babylon Health,Wake Forest Baptist Health,United States,United States,university_dataset,0.855
Memorial Sloan Kettering Cancer Center,Kettering University,United States,United States,university_dataset,0.855
WESTLAKE UNIVERSITY,WESTLAKE UNIVERSITY,Unknown,Other/Unknown,unknown,0.0
Zhejiang University & Westlake University,Zhejiang University,China,China,university_dataset,0.9
University of California Santa Curz,"University of California, Santa Cruz",United States,United States,university_dataset,0.9577464788732395
SRI International,Alliant International University,United States,United States,university_dataset,0.855
Qihoo 360,Qihoo 360,Unknown,Other/Unknown,unknown,0.0
Florida Atlantic University,Florida Atlantic University,United States,United States,university_dataset,1.0
School of Artificial Intelligence,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
International Digital Economy Academy (IDEA),Academy of Arts,Albania,Other/Unknown,university_dataset,0.855
AITC,AITC,Unknown,Other/Unknown,unknown,0.0
Massey University,Massey University,New Zealand,Asia-Pacific (excl. China),university_dataset,1.0
"Machine Learning Research Lab, Volkswagen Group",St. Joseph Group of Institutes,"Tanzania, United Republic of",Other/Unknown,university_dataset,0.855
University of Technology Sydeny,University of Technology Sydney,Australia,Asia-Pacific (excl. China),university_dataset,0.967741935483871
University of Evansville,University of Evansville,United States,United States,university_dataset,1.0
"HP Development Company, L.P.",University of Development Alternative,Bangladesh,Asia-Pacific (excl. China),university_dataset,0.855
CentraleSupélec / Université Paris-Saclay,Université Paris-Saclay,France,Europe,university_dataset,0.9
"SIGS, Tsinghua University",Tsinghua University,China,China,university_dataset,0.95
Illinois Institute of Technology,Illinois Institute of Technology,United States,United States,university_dataset,1.0
hunan university,Hunan University,China,China,manual_substring,0.9
"Indian Institute of Technology (BHU), Varanasi",Indiana Institute of Technology,United States,United States,university_dataset,0.9836065573770492
"The University of Texas, Austin",The University of Texas at Austin,United States,United States,university_dataset,0.9375
"Chinese University of Hong Kong, The Chinese University of Hong Kong",The Chinese University of Hong Kong,Hong Kong,China,university_dataset,0.9
ISCAS,ISCAS,Unknown,Other/Unknown,unknown,0.0
The Chinese University of Hong Kong(Shen Zhen),The Chinese University of Hong Kong,Hong Kong,China,university_dataset,1.0
Ford Motor Company,Ford Motor Company,Unknown,Other/Unknown,unknown,0.0
Ecole Normale Superieure Paris-Saclay,École normale supérieure Paris-Saclay,France,Europe,university_dataset,0.8918918918918919
Paris Saclay University,Université Paris-Saclay,France,Europe,university_dataset,0.8673913043478261
Université de Limoges,Université de Limoges,France,Europe,university_dataset,1.0
Université Vincennes Saint-Denis (Paris VIII),Université Vincennes Saint-Denis (Paris VIII),France,Europe,university_dataset,1.0
IRT SystemX,IRT SystemX,Unknown,Other/Unknown,unknown,0.0
Baidu Inc.,Baidu Research,China,China,manual_substring,0.9
Jingdong Inc.,Jingdong Inc.,Unknown,Other/Unknown,unknown,0.0
University of Geneva,University of Geneva,Switzerland,Europe,manual_substring,0.9
"Computer Science and Technology, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
Institute of Automation of，Chinese Academy of Sciences,Chinese Academy of Sciences,China,China,manual_substring,0.9
Kookmin University,Kookmin University,"Korea, Republic of",Other/Unknown,university_dataset,1.0
Safran Tech,Arkansas Tech University,United States,United States,university_dataset,0.855
Safran,Safran,Unknown,Other/Unknown,unknown,0.0
Universidade Federal do Rio de Janeiro,Federal University (Brazil),Brazil,Latin America,manual_substring,0.9
University of Maine System,University of Maine System,United States,United States,university_dataset,1.0
"Iran University of Science and Technology Tehran, University of Tehran",Iran University of Science and Technology Tehran,Iran,Middle East & Africa,university_dataset,0.95
"Qualcomm AI Research, Qualcomm Inc, QualComm",Qualcomm,United States,United States,manual_substring,0.9
"Samsung AI Center, Cambridge, UK",Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
"Technion – Israel Institute of Technology, Technion",Technion - Israel Institute of Technology,Israel,Middle East & Africa,university_dataset,0.9
Merantix Momentum GmbH,Merantix Momentum GmbH,Unknown,Other/Unknown,unknown,0.0
Universität Potsdam,Universität Potsdam,Germany,Europe,university_dataset,1.0
Merantix Momentum,Merantix Momentum,Unknown,Other/Unknown,unknown,0.0
Helmholtz-Zentrum Berlin,Helmholtz Association,Germany,Europe,manual_substring,0.9
Université Paris-Dauphine (PSL),Université Paris Dauphine,France,Europe,manual_substring,0.9
Fordham University,Fordham University,United States,United States,university_dataset,1.0
University of North Carolina at Charlotte,University of North Carolina at Chapel Hill,United States,United States,manual_substring,0.9
University of Genoa,University of Genoa,Italy,Europe,university_dataset,1.0
Cleveland Clinic,Cleveland State University,United States,United States,university_dataset,0.855
University of Kent,University of Kentucky,United States,United States,university_dataset,0.9
Slovak University of Technology in Bratislava,Slovak University of Technology in Bratislava,Slovakia,Europe,university_dataset,1.0
University of Kentucky,University of Kentucky,United States,United States,university_dataset,1.0
Bytedance Seed,ByteDance,China,China,manual_substring,0.9
Inistro Inc.,Inistro Inc.,Unknown,Other/Unknown,unknown,0.0
ADAPT Centre,Centre Universitaire de Jijel,Algeria,Middle East & Africa,university_dataset,0.855
"Institue of Computing Technology, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
University of Bari,University of Bari,Italy,Europe,university_dataset,1.0
Meitu Inc.,Meitu Inc.,Unknown,Other/Unknown,unknown,0.0
OMRON SINICX Corp.,OMRON SINICX Corp.,Unknown,Other/Unknown,unknown,0.0
Zhejiang Normal University,Zhejiang Normal University,China,China,university_dataset,1.0
Fortiss,Fortiss,Unknown,Other/Unknown,unknown,0.0
Norwegian University of Science and Technology,Norwegian University of Science and Technology,Norway,Europe,university_dataset,1.0
University of Tehran,University of Tehran,Iran,Middle East & Africa,university_dataset,1.0
American University of Sharjah,American University of Sharjah,United Arab Emirates,Middle East & Africa,university_dataset,1.0
Guangzhou University,Guangzhou University,China,China,university_dataset,1.0
Boeing Research & Technology,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
"UC Berkeley, University of California, Berkeley","University of California, Berkeley",United States,United States,university_dataset,0.95
Headlands Technologies,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
"Tata institute of fundamental research, Mumbai",University of Mumbai,India,Asia-Pacific (excl. China),university_dataset,0.9
NTT Corporation,NTT Corporation,Unknown,Other/Unknown,unknown,0.0
CSIR,CSIR,Unknown,Other/Unknown,unknown,0.0
"University of Maryland Institute for Advanced Computer Studies, University of Maryland, College Park",University of Maryland,United States,United States,manual_substring,0.9
Aleph-Alpha,Aleph-Alpha,Unknown,Other/Unknown,unknown,0.0
Aleph Alpha GmbH,Alpha College of Engineering,India,Asia-Pacific (excl. China),university_dataset,0.855
University of Arkansas - Fayetteville,University of Arkansas - Fayetteville,United States,United States,university_dataset,1.0
LGCNS,LGCNS,Unknown,Other/Unknown,unknown,0.0
The Hong Kong University of Science and Technology (Guang Zhou),The Hong Kong University of Science and Technology,Hong Kong,China,university_dataset,0.95
Kuaishou Inc.,Kuaishou Inc.,Unknown,Other/Unknown,unknown,0.0
"Department of Electronic Engineering, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
Asian Institute of Technology,Asian Institute of Technology,Thailand,Asia-Pacific (excl. China),university_dataset,1.0
University of Minnesota Duluth,University of Minnesota - Duluth,United States,United States,university_dataset,0.967741935483871
Mountain Biometrics,St. Petersburg State Mountain Institut,Russian Federation,Other/Unknown,university_dataset,0.855
DeePathology,DeePathology,Unknown,Other/Unknown,unknown,0.0
Zhejiang Sci-Tech University,Zhejiang Sci-Tech University,China,China,university_dataset,1.0
Yamaguchi University,Yamaguchi University,Japan,Asia-Pacific (excl. China),university_dataset,1.0
Jinan University,Jinan University,Lebanon,Middle East & Africa,university_dataset,1.0
Aignostics GmbH,Aignostics GmbH,Unknown,Other/Unknown,unknown,0.0
Universitat Autónoma de Barcelona,Universitat Autónoma de Barcelona,Spain,Europe,university_dataset,1.0
Beijing Technology and Business University,Business and Technology University,Georgia,Other/Unknown,university_dataset,0.95
COCOPIE.INC,COCOPIE.INC,Unknown,Other/Unknown,unknown,0.0
Altos Labs,Altos Labs,Unknown,Other/Unknown,unknown,0.0
South University of Science and Technology of China,South University of Science and Technology of China,China,China,university_dataset,1.0
Cloud Computing,Saint Cloud State University,United States,United States,university_dataset,0.855
"Czech Technical Univeresity in Prague, Czech Technical University of Prague",Czech Technical University of Prague,Czech Republic,Europe,university_dataset,0.9
"Pontificia Universidade Catolica, Rio de Janeiro, Brazil",Pontifícia Universidade Católica do Rio de Janeiro,Brazil,Latin America,university_dataset,0.9
"Indian Institute of Technology Madras, Indian Institute of Technology, Madras","Indian Institute of Technology, Madras",India,Asia-Pacific (excl. China),university_dataset,0.9
"Indian Institute of Technology, Madras","Indian Institute of Technology, Madras",India,Asia-Pacific (excl. China),university_dataset,1.0
"School of mathematical Science, Peking University",Peking University,China,China,university_dataset,0.9
"Courant Institute of Mathematical Sciences, New York University",New York University,United States,United States,manual_substring,0.9
The University of Texas at Dallas,University of Texas at Dallas,United States,United States,university_dataset,0.95
Company,Company,Unknown,Other/Unknown,unknown,0.0
The City University of New York,City University of New York,United States,United States,university_dataset,0.95
University of Texas Rio Grande Valley,The University of Texas at Rio Grande Valley,United States,United States,university_dataset,0.95
Georgia State University,Georgia State University,United States,United States,university_dataset,1.0
Alan Turing Institute / University of Oxford,University of Oxford,United Kingdom,Europe,manual_substring,0.9
"Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
"Whiting School of Engineering, Johns Hopkins University",Johns Hopkins University,United States,United States,manual_substring,0.9
"Department of Industrial Engineering, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
"Birla Institute of Technology and Science Pilani, Goa",Birla Institute of Technology and Science,India,Asia-Pacific (excl. China),university_dataset,0.95
Wyze Labs,Wyze Labs,Unknown,Other/Unknown,unknown,0.0
"Institute for Infocomm Research (I2R), A*STAR",Agency for Science Technology and Research (A*STAR),Singapore,Asia-Pacific (excl. China),manual_substring,0.9
NXAI,NXAI,Unknown,Other/Unknown,unknown,0.0
"CS Department, TU Darmstadt, Technische Universität Darmstadt",Technische Universität Darmstadt,Germany,Europe,university_dataset,0.9
Beijing Normal University,Beijing Normal University,China,China,manual_substring,0.9
Institute of Informatics - Federal University of Rio Grande do Sul,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
UFRGS,UFRGS,Unknown,Other/Unknown,unknown,0.0
Vrije Universiteit Brussel,Vrije Universiteit Brussel,Belgium,Europe,university_dataset,1.0
Cisco Systems,Tomsk State University of Control Systems and Radioelectronics,Russian Federation,Other/Unknown,university_dataset,0.855
Cisco,Cisco College,United States,United States,university_dataset,0.9
Microsoft Research India,Microsoft,United States,United States,manual_substring,0.9
"the University of Hong Kong, The University of Hong Kong",The University of Hong Kong,Hong Kong,China,university_dataset,0.9
"Tech. Innovation Group, Korea Telecom",ENIC Telecom Lille 1,France,Europe,university_dataset,0.855
FAIR (Meta AI),Meta AI,United States,United States,manual_substring,0.9
Higher Institute for Applied Sciences and Technology,DigiPen Institute of Technology,United States,United States,university_dataset,0.855
SynthLabs,SynthLabs,Unknown,Other/Unknown,unknown,0.0
Hesai Technology,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
Scalian,Scalian,Unknown,Other/Unknown,unknown,0.0
zhejiang university,Zhejiang University,China,China,university_dataset,0.8947368421052632
Washington University in Saint Louis,"Washington University, Saint Louis",United States,United States,university_dataset,0.9428571428571427
Amazon Web Services (AWS),Amazon,United States,United States,manual_substring,0.9
King Saud University,King Saud University,Saudi Arabia,Middle East & Africa,university_dataset,1.0
Jai Narain Vyas University,Jai Narain Vyas University,India,Asia-Pacific (excl. China),university_dataset,1.0
a16z Crypto,a16z Crypto,Unknown,Other/Unknown,unknown,0.0
"University of Toronto, Department of Computer Science",University of Toronto,Canada,Canada,university_dataset,0.9
University of Groningen,University of Groningen,Netherlands,Europe,university_dataset,1.0
ELTA Systems Ltd.,Tomsk State University of Control Systems and Radioelectronics,Russian Federation,Other/Unknown,university_dataset,0.855
Cambia Health Solutions,Uniformed Services University of the Health Sciences,United States,United States,university_dataset,0.855
"Institute of Computer Science, Ludwig-Maximilians-Universität München",Ludwig-Maximilians-Universität München,Germany,Europe,university_dataset,0.9
Universität Paderborn,Universität Paderborn,Germany,Europe,university_dataset,1.0
DeepGate,DeepGate,Unknown,Other/Unknown,unknown,0.0
"The University of Tokyo, Tokyo University",The University of Tokyo,Japan,Asia-Pacific (excl. China),manual_substring,0.9
Nanjing university of Science & Technology,Nanjing University of Science and Technology,China,China,university_dataset,0.9302325581395349
Sigma Nova,Nova Southeastern University,United States,United States,university_dataset,0.855
IRISA,IRISA,Unknown,Other/Unknown,unknown,0.0
Athena RC,Athena RC,Unknown,Other/Unknown,unknown,0.0
Mitsubishi Electric Corporation,Changsha University of Electric Power,China,China,university_dataset,0.855
Utrecht University,Utrecht University,Netherlands,Europe,university_dataset,1.0
National Research Council Canada,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
"Key Laboratory of Intelligent Information Processing Institute of Computing Technology, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
SingHealth Polyclinics,SingHealth Polyclinics,Unknown,Other/Unknown,unknown,0.0
Allianz Versicherungs-AG,Allianz Versicherungs-AG,Unknown,Other/Unknown,unknown,0.0
Luva AI,Luva AI,Unknown,Other/Unknown,unknown,0.0
Anhui University,Anhui University,China,China,university_dataset,1.0
The MITRE Corporation,The University of Texas at Rio Grande Valley,United States,United States,university_dataset,0.855
University of Chicago Booth School of Business,University of Chicago,United States,United States,manual_substring,0.9
École des Ponts ParisTech,Universite des Sciences Islamiques de Constantine,Algeria,Middle East & Africa,university_dataset,0.855
Sea AI Lab / Garena,Red Sea University,Sudan,Other/Unknown,university_dataset,0.855
Didi Research,DiDi,China,China,manual_substring,0.9
The Institute for Human & Machine Cognition,ITT Technical Institute,United States,United States,university_dataset,0.855
LINE,LINE,Unknown,Other/Unknown,unknown,0.0
Philips Research,The Scripps Research Institute,United States,United States,university_dataset,0.855
"Samsung AI Center, Cambridge",Samsung Research,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
"Indian Institute of Technology, Kanpur","Indian Institute of Technology, Kanpur",India,Asia-Pacific (excl. China),university_dataset,1.0
Universityof Birmingham,University of Birmingham,United Kingdom,Europe,manual_substring,0.9
"Dexcom, Inc.","Dexcom, Inc.",Unknown,Other/Unknown,unknown,0.0
Hillbot,Hillbot,Unknown,Other/Unknown,unknown,0.0
12sigma,12sigma,Unknown,Other/Unknown,unknown,0.0
UKRI Turing AI Fellow,Ukri Turing Ai Fellow,United Kingdom,Europe,keyword,0.5
"Istituto Italiano di Tecnologia, Italy",Universidad Iberoamericana de Ciencias y Tecnologia,Chile,Latin America,university_dataset,0.855
Lappeenranta University of Technology,Lappeenranta University of Technology,Finland,Europe,university_dataset,1.0
IIT Kharagpur,"Indian Institute of Technology, Kharagpur",India,Asia-Pacific (excl. China),university_dataset,0.855
University of Michigan - Dearborn,University of Michigan - Ann Arbor,United States,United States,manual_substring,0.9
Software Engineering Institute,National Institute of Applied Sciences of Toulouse,France,Europe,university_dataset,0.855
Chuo University,Chuo University,Japan,Asia-Pacific (excl. China),university_dataset,1.0
Tokyo University,Toyo University,Japan,Asia-Pacific (excl. China),university_dataset,0.967741935483871
"NII, the university of Tokyo",The University of Tokyo,Japan,Asia-Pacific (excl. China),manual_substring,0.9
Washington State University,Washington State University,United States,United States,university_dataset,1.0
INSEAD,INSEAD,France,Europe,university_dataset,1.0
Tencent Group,Tencent,China,China,manual_substring,0.9
"Prescient Design, Genentech",Minneapolis College of Art and Design,United States,United States,university_dataset,0.855
Chapman University,Chapman University,United States,United States,university_dataset,1.0
Heinrich Heine University Düsseldorf,Heinrich-Heine Universität Düsseldorf,Germany,Europe,university_dataset,0.9315068493150684
German Cancer Research Center,Defense Language Institute Foreign Language Center,United States,United States,university_dataset,0.855
Andrews University,Andrews University,United States,United States,university_dataset,1.0
Intellifusion,Intellifusion,Unknown,Other/Unknown,unknown,0.0
"Institute of automation, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
Beijing Institute of Basic Medical Sciences,IÉSEG School of Management,France,Europe,university_dataset,0.855
City University of New York,City University of New York,United States,United States,university_dataset,1.0
"Hitachi America, Ltd.",Catholic University of America,United States,United States,university_dataset,0.855
Mixtiles,Mixtiles,Unknown,Other/Unknown,unknown,0.0
Max Planck Institute for Gravitational Physics,Max Planck Institute,Germany,Europe,manual_substring,0.9
Nuro,Nuro,Unknown,Other/Unknown,unknown,0.0
"University of Toronto, Mississauga","University of Toronto, Mississauga",Canada,Canada,university_dataset,1.0
University of Cardiff,Cardiff University,United Kingdom,Europe,university_dataset,0.95
Safran Group,St. Joseph Group of Institutes,"Tanzania, United Republic of",Other/Unknown,university_dataset,0.855
San Jose State University,San Jose State University,United States,United States,university_dataset,1.0
"RWTH Aachen, RWTH Aachen University",RWTH Aachen University,Germany,Europe,manual_substring,0.9
Timaeus,Timaeus,Unknown,Other/Unknown,unknown,0.0
Normal Computing,Beijing Normal University,China,China,university_dataset,0.855
Wuhan Institute of Technology,Shonan Institute of Technology,Japan,Asia-Pacific (excl. China),university_dataset,0.9152542372881356
"Technische Universität München, Chair of  Information-oriented Control",Technische Universität München,Germany,Europe,university_dataset,0.9
KakaoEnterprise,KakaoEnterprise,Unknown,Other/Unknown,unknown,0.0
"Institute of Neuroinformatics, University of Zurich",University Hospital Zurich,Switzerland,Europe,university_dataset,0.8729729729729729
University of Ljubljana,University of Ljubljana,Slovenia,Europe,university_dataset,1.0
Baidu Inc,Baidu Research,China,China,manual_substring,0.9
Korea Telecom Research,Bharath Institue Of Higher Education & Research,India,Asia-Pacific (excl. China),university_dataset,0.855
Agency for Defense Development,Defense Language Institute Foreign Language Center,United States,United States,university_dataset,0.855
CEA Leti,CEA Leti,Unknown,Other/Unknown,unknown,0.0
Institut für Mathematik,Fachhochschule für Bank- und Finanzwirtschaft,Austria,Europe,university_dataset,0.855
"Zhejiang University-University of Illinois Urbana-Champaign Institute, Zhejiang University",University of Illinois Urbana-Champaign,United States,United States,university_dataset,0.9
Institute of Computing Technology,Jami Institute of Technology,Iran,Middle East & Africa,university_dataset,0.8568627450980391
"International Institute of Information Technology, Hyderabad, International Institute of Information Technology Hyderabad",Institute of Information Technology,Namibia,Middle East & Africa,university_dataset,0.9
Acellera Therapeutics Inc,Acellera Therapeutics Inc,Unknown,Other/Unknown,unknown,0.0
National Technological University,International Technological University,United States,United States,university_dataset,0.9014084507042255
shopee,shopee,Unknown,Other/Unknown,unknown,0.0
IDEAS Research Institute,Bhagwan Parshuram Institute of Technology,India,Asia-Pacific (excl. China),university_dataset,0.855
AIWaves Inc.,AIWaves Inc.,Unknown,Other/Unknown,unknown,0.0
Tsinghua Univeresity,Tsinghua University,China,China,university_dataset,0.9743589743589743
NVIDIA AI Technology Center,NVIDIA,United States,United States,manual_substring,0.9
China Mobile,China Agriculture University East,China,China,university_dataset,0.855
CNIC,CNIC,Unknown,Other/Unknown,unknown,0.0
Chinese academic of science,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Ruhr-Universität Bochum,Ruhr-Universität Bochum,Germany,Europe,university_dataset,1.0
Augusta University,Augusta University,United States,United States,university_dataset,1.0
Universidad Nacional Andrés Bello,Universidad Nacional Andrés Bello,Chile,Latin America,university_dataset,1.0
"Newcastle University, UK",Newcastle University,United Kingdom,Europe,university_dataset,0.9090909090909091
Huawei Singapore Research Center,Huawei,China,China,manual_substring,0.9
Excit AI,Excit AI,Unknown,Other/Unknown,unknown,0.0
intelligent game and decision lab,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
MSR AI4Science China,China Agriculture University East,China,China,university_dataset,0.855
"Computer Network Information Center, Chinese Academy of Sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
Charite Universitätsmedizin Berlin,Alice-Salomon-Fachhochschule für Sozialarbeit und Sozialpädagogik Berlin,Germany,Europe,university_dataset,0.855
Matterhorn Studio,Matterhorn Studio,Unknown,Other/Unknown,unknown,0.0
INRIA Rhone-Alpes,Inria,France,Europe,manual_substring,0.9
"Institute of automation, Chinese academy of sciences",Chinese Academy of Sciences,China,China,manual_substring,0.9
"Pinscreen, Inc.","Pinscreen, Inc.",Unknown,Other/Unknown,unknown,0.0
OPPO,OPPO,China,China,manual_substring,0.9
OPPO Research Institute,OPPO,China,China,manual_substring,0.9
Huawei,Huawei,China,China,manual_substring,0.9
Steklov Institute of Mathematics at St. Petersburg,Atharva College of Engineering,India,Asia-Pacific (excl. China),university_dataset,0.855
Nanjing Normal University,Nanjing Normal University,China,China,university_dataset,1.0
Inria Lille - Nord Europe,Inria,France,Europe,manual_substring,0.9
Universeity of Tokyo,University of Tokyo,Japan,Asia-Pacific (excl. China),university_dataset,0.9743589743589743
for.ai,for.ai,Unknown,Other/Unknown,unknown,0.0
Dickinson College,Dickinson College,United States,United States,university_dataset,1.0
Grenoble INP Ensimag,Institut polytechnique de Grenoble,France,Europe,university_dataset,0.855
Shanghai Aritifcal Intelligence Laboratory,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),United Arab Emirates,Middle East & Africa,university_dataset,0.855
Paris-Saclay University,Université Paris-Saclay,France,Europe,university_dataset,0.9086956521739131
Redwood Research,The Scripps Research Institute,United States,United States,university_dataset,0.855
Rutgers University - Newark,Rutgers University,United States,United States,university_dataset,0.9
University of Florida ECE Department,University of Florida,United States,United States,university_dataset,0.9
Tencent Inc.,Tencent,China,China,manual_substring,0.9
CUHK(SZ),CUHK(SZ),Unknown,Other/Unknown,unknown,0.0
